method,solution,cluster,cluster_size,cluster_share,avg_Total_Spend,avg_Income,avg_Recency,avg_Total_Purchases,avg_Average_Spend_Per_Purchase,avg_Household_Children,avg_Response,avg_Campaign_Acceptance_Total,avg_Web_Purchase_Share,avg_Catalog_Purchase_Share,avg_Store_Purchase_Share,avg_Deal_Purchase_Share,avg_Wine_Spend_Share,avg_Meat_Spend_Share,avg_Fish_Spend_Share,avg_Fruit_Spend_Share,avg_Sweet_Spend_Share,avg_Gold_Spend_Share
kmeans,kmeans_k6,4,322,0.14556962025316456,296.2298136645963,42032.42546583851,52.3416149068323,10.282608695652174,25.14050223870309,1.220496894409938,0.18012422360248448,0.13354037267080746,0.44555249987059836,0.11615062145672418,0.4382968786726774,0.32967598854263314,0.3705196409467668,0.2922880970419187,0.06932050987474882,0.04913783101529107,0.05438441302307477,0.16434950809819968
kmeans,kmeans_k6,5,1,0.0004520795660036166,178.0,8028.0,62.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.4101123595505618,0.3707865168539326,0.0393258426966292,0.1011235955056179,0.0674157303370786,0.0112359550561797
gmm,gmm_n3,0,21,0.00949367088607595,420.6666666666667,62081.42857142857,46.23809523809524,9.333333333333334,48.70453143523751,0.7142857142857143,0.0,0.047619047619047616,0.2977777777777778,0.23835796387520528,0.17814997263273125,0.8603860561988641,0.281415211927777,0.3112907727249836,0.04746657616274448,0.053283766178017125,0.10987067211461413,0.19667300089186351
gmm,gmm_n3,1,1208,0.546112115732369,1030.4056291390727,66193.08692052981,48.88658940397351,18.1614238410596,56.571723417846336,0.7077814569536424,0.20198675496688742,0.4776490066225166,0.3226757241549274,0.23435245960006207,0.4429718162450104,0.15247311059185964,0.5285913829265946,0.2530567497443736,0.059337885710406185,0.04195117281594704,0.04227673330059307,0.07478607550208535
gmm,gmm_n3,2,983,0.44439421338155516,91.264496439471,34250.183112919636,49.242115971515766,5.760935910478128,13.709286254606702,1.2472024415055951,0.09053916581892167,0.08341810783316378,0.33708339247505065,0.07761868232366705,0.5852979252012823,0.3499480696199923,0.3772965646533368,0.2429065793829677,0.08721190034372979,0.0586099299768305,0.05998955027386302,0.17398547536927203
gmm,gmm_n4,0,712,0.321880650994575,51.342696629213485,30879.625,49.03089887640449,4.747191011235955,10.538443017656501,1.273876404494382,0.08286516853932584,0.08426966292134831,0.32068285179240236,0.059099117174959866,0.6202180310326377,0.38171147672552164,0.3413224099308787,0.24401415567910564,0.0949096002083523,0.06437135008160227,0.06526076223169691,0.19012172186836404
gmm,gmm_n4,1,825,0.3729656419529837,486.5272727272727,51935.247272727276,48.52969696969697,14.237575757575758,31.186532144043234,1.147878787878788,0.10909090909090909,0.15757575757575756,0.3796900643433612,0.15077524051794008,0.46953469513869867,0.2549338274943585,0.5465931936714203,0.2106875239722816,0.05551165566077772,0.04133437848770627,0.039734001123517756,0.1061392470842962
gmm,gmm_n4,2,646,0.29204339963833637,1378.469040247678,74851.69040247679,49.743034055727556,19.13312693498452,74.75364957198524,0.33591331269349844,0.28173374613003094,0.7229102167182663,0.2730149068351973,0.2977355640070449,0.4292495291577577,0.0891045475333568,0.4841924416284711,0.3027820715087284,0.06614306162982986,0.043606445452913326,0.04614512991794092,0.057130849862116244
gmm,gmm_n4,3,29,0.013110307414104882,511.8965517241379,60200.862068965514,46.55172413793103,10.758620689655173,45.32921952645496,0.8620689655172413,0.06896551724137931,0.10344827586206896,0.3262227427744669,0.1930046192412423,0.27387608626015286,0.22738139288377102,0.29590948752896434,0.2708387288479688,0.07948596531435059,0.045052060192629945,0.11349442406449968,0.1952193340515865
gmm,gmm_n5,0,752,0.3399638336347197,56.527925531914896,31332.425531914894,49.19813829787234,4.8537234042553195,11.151725557244175,1.2553191489361701,0.08377659574468085,0.07845744680851063,0.3221235435663627,0.06098182624113475,0.6168946301925025,0.3744918313069909,0.3386173182001617,0.24647225236937442,0.0969045453707001,0.06443428502290122,0.0655524984865389,0.1880191005503235
gmm,gmm_n5,1,482,0.2179023508137432,1381.8672199170123,75732.03319502075,49.558091286307054,19.213692946058092,74.25346670203434,0.0,0.31742738589211617,0.7593360995850622,0.25900497180141546,0.30448398577417807,0.43651104242440636,0.05515860858540149,0.4386862955351319,0.33324356144177847,0.07161069815054809,0.04872247568806003,0.050081295577677994,0.05765567360680326
gmm,gmm_n5,2,478,0.21609403254972875,545.5543933054394,52622.01046025105,48.20292887029289,13.698744769874477,36.40585558074313,1.3263598326359833,0.14644351464435146,0.3284518828451883,0.3874402971171878,0.15961585973496034,0.45294384314785185,0.29134001374792123,0.6839744857044555,0.1709927854739887,0.018716068277258087,0.012926295085938571,0.014419225820784422,0.09897113963757459
gmm,gmm_n5,3,481,0.2174502712477396,769.6611226611227,60001.968814968815,49.16008316008316,17.074844074844076,42.798872533291366,1.0436590436590436,0.09771309771309772,0.1600831600831601,0.3495001697048224,0.19605738168350031,0.4544424486116772,0.19991432802103046,0.4506362125262852,0.24937214385582837,0.08541789926093153,0.061689122647272075,0.06084451970770055,0.09204010200198208
gmm,gmm_n5,4,19,0.008589511754068717,196.10526315789474,44936.68421052631,45.26315789473684,6.631578947368421,35.42843219159008,0.8421052631578947,0.0,0.05263157894736842,0.36922305764411023,0.06225563909774436,0.25273182957393486,0.13847117794486216,0.2919891028269229,0.17651286336622857,0.05186301405824259,0.08523601870229533,0.14494940045651147,0.24944960058979893
gmm,gmm_n6,0,385,0.17405063291139242,1421.1376623376623,76594.73766233766,49.72987012987013,19.48051948051948,75.22599651974461,0.0025974025974025974,0.3038961038961039,0.7038961038961039,0.2535139111606995,0.3120242762229876,0.43446181261631284,0.054775411323169806,0.4308577720413782,0.3469618709567339,0.06905043499993453,0.04746048150462883,0.04890315264704844,0.05676628785027582
gmm,gmm_n6,1,666,0.3010849909584087,499.8933933933934,52046.40690690691,48.6051051051051,14.56906906906907,31.436913648909364,1.2012012012012012,0.12312312312312312,0.1831831831831832,0.38832530465551773,0.15545176734020938,0.45622292800427283,0.2666920132280076,0.601171035075625,0.20477532487450803,0.03957221348488703,0.026201560581194928,0.02601669831503586,0.10226316766874895
gmm,gmm_n6,2,123,0.05560578661844485,17.975609756097562,32909.69918699187,46.357723577235774,2.8536585365853657,5.878048780487805,1.2926829268292683,0.04065040650406504,0.07317073170731707,0.24119241192411922,0.0,0.7100271002710027,0.3170731707317073,0.3575552529595438,0.2566008559913793,0.09215978725929708,0.06083437113277702,0.055960363315088656,0.17688936934191404
gmm,gmm_n6,3,592,0.26763110307414106,68.14527027027027,30729.93918918919,50.39358108108108,5.402027027027027,12.128248561061062,1.195945945945946,0.09797297297297297,0.07094594594594594,0.3423124463749464,0.07610856392106391,0.5815789897039897,0.35443680287430285,0.29341471754202436,0.2475641410880081,0.10531505885320057,0.07251935644055955,0.07756466115513629,0.20362206492107096
gmm,gmm_n6,4,70,0.03164556962025317,59.34285714285714,40622.04285714286,44.77142857142857,4.457142857142857,19.511802721088436,1.6142857142857143,0.0,0.14285714285714285,0.3196938775510204,0.05931972789115646,0.6209863945578231,0.5613265306122449,0.7397364881707036,0.1581287169611552,0.0024128042938217913,0.004235824274406904,0.0030508731940464655,0.09243529310586591
gmm,gmm_n6,5,376,0.16998191681735986,1107.720744680851,68344.27659574468,48.523936170212764,17.909574468085108,62.951922734779515,0.8377659574468085,0.18882978723404256,0.5478723404255319,0.3097789039064096,0.2434403696126025,0.4467807264809878,0.15805776222839657,0.47768116599173194,0.2443012068319121,0.08408426980055676,0.06110749449712109,0.061642302655913035,0.07118356022276491
